1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1093,5800,"Sodium, Na","Sodium, Na",MG,308,267,420,4.229,15,321,267,420,325,16,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1091,5600,"Phosphorus, P","Phosphorus, P",MG,150,132,175,3.455,15,148,132,175,143,16,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1131,8600,"Tocotrienol, delta","Tocotrienol, delta",MG,0,0,0,,2,0,0,0,0,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1090,5500,"Magnesium, Mg","Magnesium, Mg",MG,9,7,11,0.242,15,8.9,7.5,10.8,8.7,16,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1125,8000,"Tocopherol, beta","Tocopherol, beta",MG,0,0,0,,2,0,0,0,0,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1253,15700,Cholesterol,Cholesterol,MG,12,11,13,0.051,8,12,11,13,12,9,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1165,6400,Thiamin,Thiamin,MG,0.02,0.02,0.02,0,8,0.02,0.02,0.02,0.02,9,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1109,7905,Vitamin E (alpha-tocopherol),Vitamin E (alpha-tocopherol),MG,0.08,0.07,0.08,,2,0.08,0.07,0.08,0.08,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1130,8500,"Tocotrienol, gamma","Tocotrienol, gamma",MG,0,0,0,,2,0,0,0,0,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1008,300,Energy,Energy,KCAL,81,,,,0,84,,,,,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1166,6500,Riboflavin,Riboflavin,MG,0.251,0.19,0.3,0.001,8,0.234,0.19,0.3,0.24,9,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1098,6000,"Copper, Cu","Copper, Cu",MG,0.033,0.025,0.072,0.003,15,0.03,0.024,0.072,0.025,16,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1178,7300,Vitamin B-12,Vitamin B-12,UG,0.47,0.3,0.59,0.027,8,0.42,0.3,0.59,0.43,9,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1175,6800,Vitamin B-6,Vitamin B-6,MG,0.057,0.054,0.069,0,8,0.057,0.053,0.069,0.056,9,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1087,5300,"Calcium, Ca","Calcium, Ca",MG,111,76,168,6.589,15,103,76,168,94,16,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1293,12900,"Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated",G,0.083,,,,0,0.072,,,,,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1128,8300,"Tocotrienol, alpha","Tocotrienol, alpha",MG,0,0,0,,2,0,0,0,0,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1126,8100,"Tocopherol, gamma","Tocopherol, gamma",MG,0,0,0,,2,0,0,0,0,2,4/1/2019
1015,1015,1,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",1062,400,Energy,Energy,kJ,340,,,,0,352,,,,,4/1/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1098,6000,"Copper, Cu","Copper, Cu",MG,0.021,,,,0,0,0,0,0,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1004,800,Total lipid (fat),Total lipid (fat),G,12.98,,,0.761,9,11,8.2,12.6,11.2,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1218,17100,Tyrosine,Tyrosine,G,0.589,,,,0,0.25,0.22,0.28,0.25,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1087,5300,"Calcium, Ca","Calcium, Ca",MG,207,,,37.765,4,224,148,375,208,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1212,16500,Isoleucine,Isoleucine,G,0.589,,,,0,0.365,0.33,0.4,0.365,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1095,5900,"Zinc, Zn","Zinc, Zn",MG,1.16,,,,0,0.56,0.12,1.44,0.33,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1175,6800,Vitamin B-6,Vitamin B-6,MG,0.043,,,0.019,4,0.099,0.089,0.109,0.1,5,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1008,300,Energy,Energy,KCAL,174,,,,0,157,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1092,5700,"Potassium, K","Potassium, K",MG,105,,,12.944,4,230,117,291,241,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1223,17600,Aspartic acid,Aspartic acid,G,0.995,,,,0,0.735,0.66,0.81,0.735,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1226,17900,Proline,Proline,G,1.066,,,,0,0.565,0.49,0.64,0.565,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1051,100,Water,Water,G,71.7,,,1.224,9,72.9,72.1,75.1,72.6,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1005,1110,"Carbohydrate, by difference","Carbohydrate, by difference",G,3.04,,,,0,6.86,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1089,5400,"Iron, Fe","Iron, Fe",MG,0.38,,,,0,0.1,0,0.15,0.12,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1091,5600,"Phosphorus, P","Phosphorus, P",MG,158,,,27.395,4,162,120,251,152,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1217,17000,Phenylalanine,Phenylalanine,G,0.556,,,,0,0.27,0.24,0.3,0.27,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1185,8800,Vitamin K (phylloquinone),Vitamin K (phylloquinone),UG,1.1,,,,0,0.6,0.6,0.6,0.6,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1003,600,Protein,Protein,G,11.26,,,0.63,9,7.81,5.23,10.8,6.95,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1093,5800,"Sodium, Na","Sodium, Na",MG,84,,,29.332,4,105,84,161,98,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1227,18000,Serine,Serine,G,0.575,,,,0,0.365,0.32,0.41,0.365,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1090,5500,"Magnesium, Mg","Magnesium, Mg",MG,11,,,0.901,4,19.7,14.6,22.2,20.5,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1165,6400,Thiamin,Thiamin,MG,0.013,,,0.002,4,0.043,0.03,0.05,0.04,7,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1258,9700,"Fatty acids, total saturated","Fatty acids, total saturated",G,8.295,,,,0,6.97,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1211,16400,Threonine,Threonine,G,0.517,,,,0,0.395,0.35,0.44,0.395,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1105,7430,Retinol,Retinol,UG,117,,,,0,127,,,127,1,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1170,6700,Pantothenic acid,Pantothenic acid,MG,0.213,,,,0,0.673,0.46,0.81,0.75,3,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1220,17300,Arginine,Arginine,G,0.632,,,,0,0.21,0.19,0.23,0.21,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1103,6200,"Selenium, Se","Selenium, Se",UG,14.5,,,,0,5.5,0,7.9,6,7,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1210,16300,Tryptophan,Tryptophan,G,0.125,,,,0,0.115,0.1,0.13,0.115,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1224,17700,Glutamic acid,Glutamic acid,G,2.446,,,,0,1.3,1.15,1.45,1.3,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1225,17800,Glycine,Glycine,G,0.295,,,,0,0.135,0.12,0.15,0.135,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1215,16800,Methionine,Methionine,G,0.281,,,,0,0.17,0.15,0.19,0.17,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1213,16600,Leucine,Leucine,G,1.221,,,,0,0.785,0.7,0.87,0.785,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1178,7300,Vitamin B-12,Vitamin B-12,UG,0.34,,,0.061,4,0.78,0.65,0.97,0.73,7,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1221,17400,Histidine,Histidine,G,0.459,,,,0,0.175,0.16,0.19,0.175,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1292,11400,"Fatty acids, total monounsaturated","Fatty acids, total monounsaturated",G,3.627,,,,0,2.56,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1062,400,Energy,Energy,kJ,728,,,,0,657,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1253,15700,Cholesterol,Cholesterol,MG,51,,,,0,48,42,57,46,7,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1219,17200,Valine,Valine,G,0.692,,,,0,0.325,0.29,0.36,0.325,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1167,6600,Niacin,Niacin,MG,0.104,,,0.02,4,0.168,0.13,0.22,0.15,5,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1106,7420,"Vitamin A, RAE","Vitamin A, RAE",UG,120,,,,0,127,,,,,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1177,6900,"Folate, total","Folate, total",UG,12,,,,0,4,0,9,4,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1101,6100,"Manganese, Mn","Manganese, Mn",MG,0.006,,,,0,0,0,0,0,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1166,6500,Riboflavin,Riboflavin,MG,0.195,,,0.017,4,0.327,0.27,0.42,0.32,7,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1109,7905,Vitamin E (alpha-tocopherol),Vitamin E (alpha-tocopherol),MG,0.11,,,,0,0.27,0.27,0.28,0.27,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1007,1000,Ash,Ash,G,1.02,,,0.124,6,1.36,1.16,1.77,1.35,11,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1222,17500,Alanine,Alanine,G,0.499,,,,0,0.325,0.29,0.36,0.325,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1214,16700,Lysine,Lysine,G,1.338,,,,0,0.655,0.58,0.73,0.655,2,12/16/2019
1036,1036,1,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",1293,12900,"Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated",G,0.385,,,,0,0.389,,,,,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1253,15700,Cholesterol,Cholesterol,MG,5,4,5,0.109,4,5,4,6,5,24,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1130,8500,"Tocotrienol, gamma","Tocotrienol, gamma",MG,0,0,0,0,12,0,0,0,0,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1170,6700,Pantothenic acid,Pantothenic acid,MG,0.361,0.331,0.4,0.014,4,0.368,0.33,0.393,0.374,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1218,17100,Tyrosine,Tyrosine,G,0.17,,,,0,0.167,0.14,0.21,0.16,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1211,16400,Threonine,Threonine,G,0.143,,,,0,0.158,0.13,0.2,0.16,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1087,5300,"Calcium, Ca","Calcium, Ca",MG,125,,,1.443,4,126,111,143,127,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1223,17600,Aspartic acid,Aspartic acid,G,0.288,,,,0,0.286,0.23,0.37,0.28,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1180,7220,"Choline, total","Choline, total",MG,17.7,,,,0,17.4,16,19.4,17,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1226,17900,Proline,Proline,G,0.332,,,,0,0.349,0.29,0.44,0.345,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1131,8600,"Tocotrienol, delta","Tocotrienol, delta",MG,0,0,0,0,12,0,0,0,0,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1126,8100,"Tocopherol, gamma","Tocopherol, gamma",MG,0,0,0,0,12,0,0,0,0,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1008,300,Energy,Energy,KCAL,42,,,,0,43,,,,,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1293,12900,"Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated",G,0.035,,,,0,0.032,0.03,0.04,0.03,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1013,1900,Lactose,Lactose,G,5.2,4.84,6.08,0.104,12,4.96,4.59,5.84,4.94,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1112,8720,Vitamin D3 (cholecalciferol),Vitamin D3 (cholecalciferol),UG,1.2,0.3,1.7,0.068,24,1.06,0,2.16,1.04,24,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1178,7300,Vitamin B-12,Vitamin B-12,UG,0.47,,,0.019,4,0.61,0.51,0.84,0.58,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1010,1600,Sucrose,Sucrose,G,0,0,0,0,12,0,0,0,0,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1167,6600,Niacin,Niacin,MG,0.093,0.081,0.115,0.003,12,0.113,0.08,0.14,0.105,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1092,5700,"Potassium, K","Potassium, K",MG,150,,,1.088,11,159,150,191,156,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1091,5600,"Phosphorus, P","Phosphorus, P",MG,95,86,100,0.368,21,103,93,115,103,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1215,16800,Methionine,Methionine,G,0.088,,,,0,0.092,0.08,0.12,0.09,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1214,16700,Lysine,Lysine,G,0.282,,,,0,0.308,0.27,0.38,0.3,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1227,18000,Serine,Serine,G,0.203,,,,0,0.194,0.16,0.24,0.19,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1129,8400,"Tocotrienol, beta","Tocotrienol, beta",MG,0,0,0,0,12,0,0,0,0,6,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1095,5900,"Zinc, Zn","Zinc, Zn",MG,0.42,,,0.003,11,0.43,0.37,0.48,0.43,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1003,600,Protein,Protein,G,3.37,3.26,4.03,0.061,12,3.38,3.06,4.02,3.38,,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1101,6100,"Manganese, Mn","Manganese, Mn",MG,0.003,,,0,12,0,0,0.003,0,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1093,5800,"Sodium, Na","Sodium, Na",MG,44,37,58,0.76,23,39,36,48,38,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1012,1800,Fructose,Fructose,G,0,0,0,0,12,0,0,0,0,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1110,8650,"Vitamin D (D2 + D3), International Units",Vitamin D,IU,48,11,67,2.706,24,42.4,,,,,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1075,2100,Galactose,Galactose,G,0,0,0,0,12,0,0,0,0,12,12/16/2019
1082,1082,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1063,1500,"Sugars, Total","Sugars, total",G,5.2,4.84,6.08,0.104,12,4.96,,,,,12/16/2019
